arctic_b0130_trimmed||She saw the answer in his face.
arctic_a0247_trimmed||They ought to pass here some time today.
arctic_b0178_trimmed||Also, I want information.
arctic_a0190_trimmed||Next to them the Canada jays were most persistent.
arctic_b0236_trimmed||Oolong was two hundred and fifty miles from the nearest land.
arctic_b0510_trimmed||He knew what taboos he was violating.
arctic_b0343_trimmed||But how are you going to do it.
arctic_a0229_trimmed||The last one I knew was an overseer.
arctic_a0151_trimmed||And MacDougall was beyond the trail, with three weeks to spare.
arctic_a0358_trimmed||They continued valiantly to lie, but the truth continued to outrun them.
arctic_a0138_trimmed||In the picture he saw each moment a greater resemblance to Jeanne.
arctic_a0367_trimmed||There is not an iota of truth in it, certainly not.
arctic_a0445_trimmed||The creative joy, I murmured.
arctic_b0176_trimmed||I'll see to poor Hughie.
arctic_b0227_trimmed||Shorty turned to their employers.
arctic_a0066_trimmed||He saw Jeanne falter for a moment.
arctic_a0106_trimmed||The emotion which she had suppressed burst forth now in a choking sob.
arctic_a0322_trimmed||This is a common experience with all of us.
arctic_b0250_trimmed||By this time Charley was as enraged as the Greek.
arctic_b0059_trimmed||In moments of mental energy Philip was restless.
arctic_a0200_trimmed||He leapt again, and the club caught him once more.
arctic_b0375_trimmed||Man could not conquer them.
arctic_b0023_trimmed||MacDougall, my engineer, believes it.
arctic_b0392_trimmed||Yes, sir, he answered, with cheerful alacrity.
arctic_a0276_trimmed||Oolong Atoll was one hundred and forty miles in circumference.
arctic_b0204_trimmed||Down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods.
arctic_b0412_trimmed||Ah, it was sweet in my ears.
arctic_a0533_trimmed||Dunham, can your boy go along with Jesse.
arctic_a0263_trimmed||Joan looked triumphantly at Sheldon, who bowed.
arctic_a0056_trimmed||Pearce's little eyes were fixed on him shrewdly.
arctic_a0414_trimmed||Now our figuring was all right.
arctic_b0484_trimmed||This the Iron Heel foresaw and laid its schemes accordingly.
arctic_b0110_trimmed||Such men believe, when they come together.
arctic_b0320_trimmed||The regret in his voice was provocative of a second burst of laughter.
arctic_a0341_trimmed||Why, doggone you all, shake again.
arctic_a0557_trimmed||The last refugee had passed.
arctic_b0079_trimmed||The truth of it set Jeanne quivering.
arctic_b0160_trimmed||It was over when he made his way through the ring of spectators.
arctic_b0002_trimmed||You got out by fighting, and I through a pretty girl.
arctic_b0442_trimmed||He had become a man very early in life.
arctic_a0042_trimmed||How could he explain his possession of the sketch.
arctic_b0121_trimmed||I want my men to work by themselves.
arctic_b0016_trimmed||He chuckled as he pulled out his pipe and began filling it.
arctic_a0113_trimmed||I suppose you picked that lingo up among the Indians.
arctic_a0125_trimmed||He was determined now to maintain a more certain hold upon himself.
arctic_a0320_trimmed||With my strength I slammed it full into Red-Eye's face.
arctic_b0316_trimmed||Though the aurora still flamed, another day had begun.
arctic_a0324_trimmed||It was not Red-Eye's way to forego revenge so easily.
arctic_b0490_trimmed||What an excited whispering and conferring took place.
arctic_b0254_trimmed||At the same time spears and arrows began to fall among the invaders.
arctic_a0239_trimmed||He cried in such genuine dismay that she broke into hearty laughter.
arctic_a0529_trimmed||As I say, he had tapped the message very rapidly.
arctic_b0389_trimmed||Among my minor afflictions, I may mention a new and mysterious one.
arctic_a0516_trimmed||Also, there was awe in their faces.
arctic_a0448_trimmed||I was Hump, cabin boy on the schooner Ghost.
arctic_a0370_trimmed||He saw all men in the business game doing this.
arctic_a0471_trimmed||I saw Mr Pike nod his head grimly and sarcastically.
arctic_a0095_trimmed||A big canvas tent was the first thing to come within his vision.
arctic_a0130_trimmed||She was his now, forever.
arctic_a0057_trimmed||I have no idea, replied Philip.
arctic_a0085_trimmed||A trickle of fresh blood ran over his face.
arctic_b0073_trimmed||With these arguments he convinced himself that he should go on alone.
arctic_b0314_trimmed||He had been born with this endowment.
arctic_b0528_trimmed||Captain Doane's orders were swiftly obeyed.
arctic_a0250_trimmed||He had observed the business life of Hawaii and developed a vaulting ambition.
arctic_b0469_trimmed||Very few people knew of the existence of this law.
arctic_b0021_trimmed||Philip dropped back into his chair.
arctic_b0297_trimmed||Why should a fellow throw up the sponge after the first round.
arctic_b0099_trimmed||Fifty yards ahead of her were the first of the rocks.
arctic_b0492_trimmed||Thus he turned the tenets and jargon of psychology back on me.
arctic_b0221_trimmed||It's a Yankee, Joan cried.
arctic_a0460_trimmed||I had forgotten their existence.
arctic_a0578_trimmed||But we'll just postpone this.
arctic_a0176_trimmed||For the first time in his life he was yearning for a scrap.
arctic_a0039_trimmed||The ship should be in within a week or ten days.
arctic_b0324_trimmed||Not till the twentieth of May did the river break.
arctic_b0534_trimmed||I'll tell you, the librarian said with a brightening face.
arctic_a0023_trimmed||A combination of Canadian capital quickly organized and petitioned for the same privileges.
arctic_a0091_trimmed||His blood grew hot with rage at the thought.
arctic_a0160_trimmed||You want to go over and see his gang throw dirt.
arctic_b0379_trimmed||Christmas is an easy problem compared with a Polynesian giving-feast.
arctic_a0532_trimmed||May drought destroy your crops.
arctic_a0143_trimmed||Ah, I had forgotten, he exclaimed.
arctic_b0433_trimmed||We are cooking on the coal stove and on the oil burners.
arctic_a0257_trimmed||They are coming ashore, whoever they are.
arctic_a0354_trimmed||Fresh meat they failed to obtain.
arctic_a0347_trimmed||They are greatly delighted with anything that is bright or giveth a sound.
arctic_b0109_trimmed||Philip ate lightly of the food which Pierre had ready for him.
arctic_b0434_trimmed||The steward has just tendered me a respectful bit of advice.
arctic_b0369_trimmed||You see, we were teaching ourselves.
arctic_b0191_trimmed||He also contended that better confidence was established by carrying no weapons.
arctic_b0148_trimmed||The Indian even poked his stick into the thick ground spruce.
arctic_a0398_trimmed||In the car were Unwin and Harrison, while Jones sat with the chauffeur.
arctic_a0546_trimmed||I lost my balance and pitched head foremost into the ooze.
arctic_a0048_trimmed||He looked at the handkerchief more, closely.
arctic_a0498_trimmed||The lines were now very taut.
arctic_b0038_trimmed||In her haste to get away she had forgotten these things.
arctic_b0475_trimmed||Not a wheel moved in his empire.
arctic_b0077_trimmed||It is the nearest refuge.
arctic_b0278_trimmed||Now animals do not like mockery.
arctic_a0472_trimmed||He is too keenly intelligent, too sharply sensitive, successfully to endure.
arctic_b0096_trimmed||Within himself he called it no longer his own.
arctic_a0108_trimmed||He waded into the edge of the water and began scrubbing himself.
arctic_a0079_trimmed||It was a large canoe.
arctic_a0242_trimmed||I saw it when she rolled.
arctic_b0274_trimmed||From the source of light a harsh voice said.
arctic_a0383_trimmed||To his surprise, her answer was flat and uncompromising.
arctic_b0232_trimmed||It was a superb picture.
arctic_a0484_trimmed||No-sir-ee.
arctic_b0045_trimmed||Philip did not pursue the subject.
arctic_b0453_trimmed||Isaac Ford, the austere soldier of the Lord, the old hypocrite.
arctic_a0337_trimmed||Encouraged by my conduct, Big-Face became a sudden ally.
arctic_b0237_trimmed||They just lay off in the bush and plugged away.
arctic_b0197_trimmed||The planters are already considering the matter.
arctic_a0409_trimmed||He could feel a new stir in the land.
arctic_b0127_trimmed||He destroyed everything that had belonged to the woman.
arctic_b0486_trimmed||But why continue the tirade, for tirade it was.
arctic_a0274_trimmed||And Raoul listened again to the tale of the house.
arctic_b0025_trimmed||Now, you understand.
arctic_b0220_trimmed||Harry Bancroft, Dave lied.
arctic_b0491_trimmed||Jacob Brinker, who was his roadmate, brought the news.
arctic_b0169_trimmed||He drew in a deep breath as he looked at them.
arctic_b0269_trimmed||Why not like any railroad station or ferry depot.
arctic_b0193_trimmed||So was Packard's finish suicide.
arctic_b0506_trimmed||It would help to tide me along until I got steady employment.
arctic_b0217_trimmed||Such is my passage engaged on the steamer.
arctic_a0446_trimmed||He deluged me, overwhelmed me with argument.
arctic_a0256_trimmed||See the length of the body and that elongated neck.
arctic_a0325_trimmed||Whiz-zip-bang. Lop-Ear screamed with sudden anguish.
arctic_a0330_trimmed||Red-Eye never committed a more outrageous deed.
arctic_a0475_trimmed||His outstretched arm dropped to his side, and he paused.
arctic_a0139_trimmed||He told himself that as he washed himself and groomed his disheveled clothes.
arctic_b0398_trimmed||I have been robbed, sir, I amended.
arctic_a0011_trimmed||If I ever needed a fighter in my life I need one now.
arctic_b0428_trimmed||The history of our westward-faring race is written in it.
arctic_a0458_trimmed||The stout wood was crushed like an eggshell.
arctic_a0495_trimmed||He bore no grudges and had few enemies.
arctic_a0356_trimmed||You don't catch me at any such foolishness.
arctic_b0072_trimmed||Then he hastened on, as Pierre had guided him.
arctic_b0100_trimmed||There was one chance, and only one, of saving Jeanne.
arctic_a0361_trimmed||But he did not broach it, preferring to mature it carefully.
arctic_b0034_trimmed||He confessed that the sketch had startled him.
arctic_b0313_trimmed||The apron string loomed near and he shied like an unbroken colt.
arctic_b0054_trimmed||He understood the meaning of the look.
arctic_a0162_trimmed||That's the sub-foreman, explained Thorpe.
arctic_a0417_trimmed||It is also an insidious, deceitful sun.
arctic_a0497_trimmed||King took every advantage he knew.
arctic_b0451_trimmed||You used to joyride like the very devil.
arctic_a0537_trimmed||He was an enthusiast and a desert dweller.
arctic_a0100_trimmed||You must sleep, he urged.
arctic_a0329_trimmed||Ah, indeed.
arctic_b0272_trimmed||These were merely stout sticks an inch or so in diameter.
arctic_a0238_trimmed||It happened to him at the Gallina Society in Oakland one afternoon.
arctic_a0575_trimmed||There weren't any missions, and he was the man to know.
arctic_b0421_trimmed||She is essentially the life-giving, life-conserving female of the species.
arctic_a0527_trimmed||The lush vegetation of that sheltered spot make a natural shield.
arctic_a0550_trimmed||This also became part of the daily schedule.
arctic_b0535_trimmed||He read his fragments aloud.
arctic_b0516_trimmed||Zilla relaxed her sour mouth long enough to sigh her satisfaction.
arctic_b0179_trimmed||Let them go out and eat with my boys.
arctic_b0115_trimmed||For two hours not a word passed between them.
arctic_b0200_trimmed||We leave the eventuality to time and law.
arctic_b0385_trimmed||Last night he showed all the symptoms of coming down with pneumonia.
arctic_a0053_trimmed||Suddenly his fingers closed tightly over the handkerchief.
arctic_a0051_trimmed||The lace was of a delicate ivory color, faintly tinted with yellow.
arctic_a0285_trimmed||But what they want with your toothbrush is more than I can imagine.
arctic_a0592_trimmed||It's only his indigestion I find fault with.
arctic_a0400_trimmed||Manuel had one besetting sin.
arctic_a0081_trimmed||What if she did not come to the rock.
arctic_b0067_trimmed||Below him the shadow was broken into a pool of rippling starlight.
arctic_a0155_trimmed||Won't you draw up, gentlemen.
arctic_b0382_trimmed||I defy any man to get a Solomon Island sore in California.
arctic_b0305_trimmed||It was our river emerging like ourselves from the great swamp.
arctic_b0493_trimmed||You yellow giant thing of the frost.
arctic_a0579_trimmed||There was the Emma Louisa.
arctic_a0517_trimmed||Out of abstractions Ernest had conjured a vision and made them see it.
arctic_a0118_trimmed||Pierre obeys me when we are together.
arctic_a0410_trimmed||So we have to fit the boat throughout with oil lamps as well.
arctic_b0275_trimmed||But I did not enjoy it long.
arctic_b0424_trimmed||It is a very tenable hypothesis, and will bear looking into.
arctic_a0080_trimmed||What if Jeanne failed him.
arctic_a0107_trimmed||If you only could know how I thank you.
arctic_b0355_trimmed||There was proper division of labor in the work they individually performed.
arctic_b0365_trimmed||My age, in years, is twenty two.
arctic_b0511_trimmed||Do you value your hide.
arctic_a0065_trimmed||They closed now until his fingers were like cords of steel.
arctic_a0068_trimmed||In a flash Philip followed its direction.
arctic_a0580_trimmed||This is my fifth voyage.
arctic_b0005_trimmed||His slim fingers closed like steel about Philip's.
arctic_a0312_trimmed||It lived in perpetual apprehension of that quarter of the compass.
arctic_b0004_trimmed||When I can't see beauty in woman I want to die.
arctic_b0370_trimmed||And now behold the perversity of things.
arctic_a0468_trimmed||In the matter of curry she is a sheer genius.
arctic_a0249_trimmed||All eyes, however, were staring at him in certitude of expectancy.
arctic_b0205_trimmed||You were destroying my life.
arctic_b0471_trimmed||Also a fellow Senator, Chauncey Depew, said.
arctic_b0333_trimmed||It does, was her audacious answer.
arctic_a0194_trimmed||He drank of the water cautiously.
arctic_b0090_trimmed||The Churchill narrowed and its current became swifter as they progressed.
arctic_a0196_trimmed||He began to follow the footprints of the dog.
arctic_b0155_trimmed||His freshly caught furs he flung to the floor.
arctic_b0226_trimmed||Your face was the personification of duplicity.
arctic_a0008_trimmed||Gad, your letter came just in time.
arctic_a0569_trimmed||At Lake Linderman I had one canoe, very good Peterborough canoe.
arctic_a0552_trimmed||Yet he dreams he is immortal, I argue feebly.
arctic_b0194_trimmed||Joan cried, with shining eyes.
arctic_a0349_trimmed||It was simple, in its way, and no virtue of his.
arctic_b0284_trimmed||There was one difficulty, however.
arctic_b0012_trimmed||Something that Whittemore had not yet said thrilled him.
arctic_a0548_trimmed||Also, churches and preachers I had never known.
arctic_a0097_trimmed||Then you can arrange yourself comfortably among these robes in the bow.
arctic_a0041_trimmed||Meanwhile I'll go out to breathe a spell.
arctic_b0287_trimmed||Or have they already devised one.
arctic_a0258_trimmed||Soaked in seawater they offset the heat rays.
arctic_b0351_trimmed||Matthewson, who's this bookkeeper, Rogers.
arctic_b0515_trimmed||But already he had composed himself.
arctic_b0390_trimmed||The voyage was our idea of a good time.
arctic_a0306_trimmed||He was pressing beyond the limits of his vocabulary.
arctic_b0007_trimmed||Hear the Indian dogs wailing down at Churchill.
arctic_b0407_trimmed||Of course much grumbling went on, and little outbursts were continually occurring.
arctic_a0105_trimmed||Only, it is so wonderful, so almost impossible to believe.
arctic_a0227_trimmed||It was the same way with our revolvers and rifles.
arctic_a0220_trimmed||A dead man is of no use on a plantation.
arctic_a0470_trimmed||He spat it out like so much venom.
arctic_a0185_trimmed||The questions may have come vaguely in his mind.
arctic_a0583_trimmed||Enjoy it he did, but principally for Steward's sake.
arctic_a0129_trimmed||Her face was against his breast.
arctic_b0263_trimmed||Only once did I confide the strangeness of it all to another.
arctic_b0504_trimmed||The life there was healthful and athletic, but too juvenile.
arctic_a0378_trimmed||That's why its boundaries are all gouged and jagged.
arctic_b0156_trimmed||For that reason Le Beau had chosen him to fight the big fight.
arctic_a0195_trimmed||But a strange thing happened.
arctic_b0120_trimmed||There's the hitch, replied Thorpe, rolling a cigarette.
arctic_a0584_trimmed||I have long noted your thirst unquenchable.
arctic_b0047_trimmed||Suppose you saw me at work through the window.
arctic_b0103_trimmed||He lifted his eyes, and a strange cry burst from his lips.
arctic_b0061_trimmed||Something about it seemed to fascinate him, to challenge his presence.
arctic_a0554_trimmed||Jack London, Waikiki Beach, Honolulu, Oahu.
arctic_a0371_trimmed||It issued a rate of forty two dollars a car on charcoal.
arctic_a0225_trimmed||I was brought up the way most girls in Hawaii are brought up.
arctic_b0074_trimmed||Yet, behind them there was another and more powerful motive.
arctic_b0135_trimmed||In it was the joy of life.
arctic_a0279_trimmed||She said with chattering teeth.
arctic_a0536_trimmed||He would destroy all things that are fixed.
arctic_a0464_trimmed||Between the rush of the cascades, streaks of rust showed everywhere.
arctic_a0350_trimmed||Is that Pat Hanrahan's mug looking hungry and willing.
arctic_a0521_trimmed||Without them he could not run his empire.
arctic_b0249_trimmed||I know they are my oysters.
arctic_a0494_trimmed||O'Brien took off his coat and bared his right arm.
arctic_a0222_trimmed||What part of the United States is your home.
arctic_a0210_trimmed||Its diameter was not more than two hundred yards.
arctic_a0428_trimmed||It was not exactly a deportation.
arctic_a0567_trimmed||Now Irvine was a man of impulse, a poet.
arctic_b0499_trimmed||I said, and dismissed the matter as not worth thinking about.
arctic_a0183_trimmed||And the air was growing chilly.
arctic_a0352_trimmed||I'm sure going along with you all, Elijah.
arctic_b0234_trimmed||And watch out for wet feet, was his parting advice.
arctic_b0520_trimmed||Hans hurled himself upon the prostrate man, striking madly with his fists.
arctic_b0009_trimmed||I'd say there was going to be a glorious scrap.
arctic_b0222_trimmed||He was the leader, and Tudor was his lieutenant.
arctic_a0433_trimmed||To her the bridge was tambo, which is the native for taboo.
arctic_a0395_trimmed||As for himself, weren't the street railway earnings increasing steadily.
arctic_a0036_trimmed||She turned in at the hotel.
arctic_a0377_trimmed||This sound did not disturb the hush and awe of the place.
arctic_b0207_trimmed||I'm as good as a man, she urged.
arctic_a0272_trimmed||You can take a vacation on pay.
arctic_a0561_trimmed||Bill lingered, contemplating his work with artistic appreciation.
arctic_a0508_trimmed||Soon shall it be thrust back from off prostrate humanity.
arctic_b0481_trimmed||The task we set ourselves was threefold.
arctic_b0335_trimmed||Whoever lived on the ranch did that.
arctic_a0287_trimmed||Keep an eye on him.
arctic_a0469_trimmed||The eastern heavens were equally spectacular.
arctic_a0586_trimmed||We don't see ourselves as foolish.
arctic_a0216_trimmed||The other felt a suddene of irritation rush through him.
arctic_a0275_trimmed||There are no kiddies and half grown youths among them.
arctic_b0378_trimmed||I like to speculate upon the glorious future of man.
arctic_a0031_trimmed||They were three hundred yards apart.
arctic_a0420_trimmed||When I came to I wasing my hat and murmuring ecstatically.
arctic_b0013_trimmed||Lakes and rivers, hundreds of them, thousands of them.
arctic_a0439_trimmed||At sea, Wednesday, March 18, 1908.
arctic_a0077_trimmed||It is the fire, partly, she said.
arctic_b0464_trimmed||I could not agree with Ernest.
arctic_b0482_trimmed||Many other similar disconcerting omissions will be noticed in the Manuscript.
arctic_a0585_trimmed||Wonder if he's a lion dog, Charles suggested.
arctic_b0042_trimmed||Ten minutes had not elapsed since he had dropped the handkerchief.
arctic_b0450_trimmed||To my dearest and always appreciated friend, I submit myself.
arctic_a0318_trimmed||Production is doubling and quadrupling upon itself.
arctic_a0303_trimmed||But they make the mistake of ignoring their own duality.
arctic_a0461_trimmed||Ah, we were very close together in that moment.
arctic_b0380_trimmed||He had peeled off his shirt and was wildlying it.
arctic_b0418_trimmed||At that moment I got the impression that she was willowy.
arctic_a0230_trimmed||Do you know any good land around here.
arctic_a0212_trimmed||Fresh cases, still able to walk, they clustered about the spokesman.
arctic_a0482_trimmed||And their chief virtue lies in that they will never wear out.
arctic_b0394_trimmed||The boy hesitated, then mastered his temper.
arctic_a0485_trimmed||Each insult added to the value of the claim.
arctic_a0038_trimmed||We'll have to watch our chances.
arctic_a0331_trimmed||Poor little Crooked-Leg was terribly scared.
arctic_a0262_trimmed||They wouldn't be sweeping a big vessel like the Martha.
arctic_a0182_trimmed||This time he did not yap for mercy.
arctic_a0245_trimmed||Out of his eighteen hundred, he laid aside sixteen hundred each year.
arctic_a0462_trimmed||But she swung obediently on her heel into the wind.
arctic_a0223_trimmed||My, I'm almost homesick for it already.
arctic_b0087_trimmed||They will search for us between their camp and Churchill.
arctic_b0323_trimmed||Crickets began to chirp, and more geese and ducks flew overhead.
arctic_a0128_trimmed||This one hope was destroyed as quickly as it was born.
arctic_b0152_trimmed||OW, a wild dog, he growled.
arctic_b0010_trimmed||He turned the map to Gregson, pointing with his finger.
arctic_b0048_trimmed||He looked like one who had passed through an uncomfortable hour or two.
arctic_a0083_trimmed||A shadow was creeping over Pierre's eyes.
arctic_a0535_trimmed||A new preacher and a new doctrine come to Jerusalem.
arctic_b0536_trimmed||Typhoid -- did I tell you.
arctic_a0115_trimmed||He had no excuse for the feelings which were aroused in him.
arctic_b0187_trimmed||Her achievements with cocoanuts were a revelation.
arctic_b0513_trimmed||He plodded on for half an hour, when the hallucination arose again.
arctic_b0239_trimmed||And there was a dog that barked.
arctic_a0375_trimmed||The butchers and meat cutters refused to handle meat destined for unfair restaurants.
arctic_b0101_trimmed||You're a devil for fighting, and will surely win.
arctic_a0334_trimmed||He'll knock you off a few sticks in no time.
arctic_b0244_trimmed||You are positively soulless, he said savagely.
arctic_b0022_trimmed||If I was out of the game it would be easily made.
arctic_a0175_trimmed||Down there the earth was already swelling with life.
arctic_a0021_trimmed||It fairly clubbed me into recognizing it.
arctic_a0539_trimmed||I should like to engage just for one whole life in that.
arctic_a0191_trimmed||For a time the exciting thrill of his adventure was gone.
arctic_a0304_trimmed||I graduated last of my class.
arctic_a0167_trimmed||I was near the cabin, and saw you.
arctic_a0086_trimmed||Death had come with terrible suddenness.
arctic_a0459_trimmed||There's too much of the schoolboy in me.
arctic_a0355_trimmed||A burst of laughter was his reward.
arctic_b0164_trimmed||They laughed like two happy children.
arctic_b0431_trimmed||Too much, he told me, with ominous rolling head.
arctic_a0425_trimmed||Otherwise no restriction is put upon their seafaring.
arctic_b0354_trimmed||It's that much junk.
arctic_b0188_trimmed||He glanced down at her helplessly, and moistened his lips.
arctic_b0311_trimmed||The 29th very foggy.
arctic_a0045_trimmed||He moved away as quietly as he had come.
arctic_a0340_trimmed||It was like the beating of hoofs.
arctic_b0131_trimmed||Thorpe and his men were to destroy this camp, and kill you.
arctic_a0406_trimmed||And that was the last of Francois and Perrault.
arctic_b0286_trimmed||The time was considered auspicious.
arctic_b0363_trimmed||She was built primarily to sail.
arctic_a0396_trimmed||A rising tide of fat had submerged them.
arctic_a0506_trimmed||The Claudine was leaving next morning for Honolulu.
arctic_a0157_trimmed||He had worshiped her, as Dante might have worshiped Beatrice.
arctic_b0112_trimmed||Jeanne and Pierre both gazed toward the great rock.
arctic_a0511_trimmed||There is more behind this than a mere university ideal.
arctic_a0127_trimmed||It was a temptation, but he resisted it.
arctic_a0456_trimmed||But it won't continue, she said with easy confidence.
arctic_a0264_trimmed||And I hope you've got plenty of chain out, Captain Young.
arctic_a0362_trimmed||Nope, not the slightest idea.
arctic_a0267_trimmed||Eli Harding asked, as Shunk started to follow.
arctic_b0466_trimmed||It is dog eat dog, and you ate them up.
arctic_b0447_trimmed||O'Brien emitted a shriek that sank swiftly to a gurgling sob.
arctic_b0154_trimmed||That is the strange part of it.
arctic_a0099_trimmed||A maddening joy pounded in his brain.
arctic_a0397_trimmed||Call me that again, he murmured ecstatically.
arctic_a0382_trimmed||Daylight found himself charmed and made curious by the little man.
arctic_a0010_trimmed||I'm playing a single hand in what looks like a losing game.
arctic_a0317_trimmed||He was a wise hyena.
arctic_b0140_trimmed||They edged nearer, and stood shoulder to shoulder facing their world.
arctic_a0064_trimmed||The fourth and fifth days passed without any developments.
arctic_a0052_trimmed||It was a curious coincidence.
arctic_a0170_trimmed||There was none of the joy of meeting in his face.
arctic_a0476_trimmed||At this moment I felt a stir at my shoulder.
arctic_a0565_trimmed||With them were Indians, also three other men.
arctic_b0192_trimmed||Outsiders are allowed five minute speeches, the sick man urged.
arctic_a0413_trimmed||But I am at the end of my resources.
arctic_b0124_trimmed||Two weeks passed, and in that time Thorpe left camp three times.
arctic_a0528_trimmed||Men who endure it, call it living death.
arctic_a0421_trimmed||By golly, the boy wins.
arctic_a0402_trimmed||Curly rushed her antagonist, who struck again and leaped aside.
arctic_a0156_trimmed||A strange fire burned in his eyes when Thorpe turned.
arctic_a0206_trimmed||He says he bought him of Jacques Le Beau.
arctic_b0063_trimmed||He boiled himself some coffee and sat down to wait.
arctic_b0202_trimmed||Society is shaken to its foundations.
arctic_a0385_trimmed||That's what Carnegie did.
arctic_b0478_trimmed||The Oligarchy will encourage such ambition and the consequent competition.
arctic_a0432_trimmed||The boy at the wheel lost his head.
arctic_b0108_trimmed||It was a miracle, and I owe you my life.
arctic_b0440_trimmed||There were stir and bustle, new faces, and fresh facts.
arctic_a0224_trimmed||She nodded, and her eyes grew soft and moist.
